43,0
25,0
46,0
48,0
28,0
17,0
16,0
9,0
7,0
7,0
31,1
18,1
13,1
28,1
12,1
30,1
47,1
39,1
17,1
33,1
44,2
37,2
19,2
33,2
42,2
30,2
43,2
1,2
12,2
19,2
0,3
6,3
7,3
0,3
15,3
18,3
31,3
16,3
48,3
14,3
14,4
29,4
16,4
33,4
5,4
39,4
33,4
30,4
42,4
32,4
43,5
30,5
37,5
15,5
24,5
12,5
41,5
34,5
34,5
48,5
28,6
1,6
3,6
11,6
32,6
14,6
6,6
21,6
21,6
49,6
14,7
17,7
16,7
19,7
20,7
20,7
29,7
6,7
48,7
46,7
13,8
4,8
0,8
7,8
7,8
30,8
7,8
49,8
22,8
44,8
3,9
5,9
46,9
19,9
25,9
9,9
1,9
23,9
25,9
11,9
49,10
28,10
23,10
0,10
36,10
34,10
8,10
12,10
17,10
5,10
15,11
6,11
15,11
44,11
34,11
46,11
31,11
21,11
18,11
3,11
37,12
38,12
6,12
22,12
16,12
1,12
5,12
14,12
40,12
36,12
48,13
3,13
48,13
40,13
3,13
26,13
29,13
36,13
13,13
2,13
5,14
17,14
34,14
13,14
9,14
15,14
41,14
0,14
3,14
1,14
15,15
46,15
9,15
25,15
42,15
38,15
7,15
4,15
42,15
32,15
30,16
45,16
37,16
44,16
19,16
39,16
4,16
11,16
14,16
18,16
45,17
24,17
40,17
16,17
41,17
6,17
40,17
20,17
44,17
32,17
33,18
9,18
23,18
47,18
35,18
12,18
37,18
7,18
12,18
2,18
27,19
33,19
22,19
48,19
23,19
29,19
31,19
48,19
5,19
15,19
16,20
46,20
33,20
19,20
37,20
45,20
34,20
19,20
8,20
7,20
11,21
14,21
35,21
32,21
33,21
48,21
0,21
42,21
28,21
34,21
44,22
9,22
40,22
49,22
13,22
31,22
42,22
49,22
21,22
10,22
35,23
38,23
32,23
28,23
40,23
17,23
36,23
26,23
11,23
44,23
20,24
39,24
18,24
12,24
10,24
38,24
43,24
35,24
20,24
6,24
31,25
0,25
41,25
37,25
30,25
18,25
40,25
12,25
12,25
35,25
46,26
46,26
41,26
28,26
24,26
45,26
21,26
31,26
21,26
44,26
27,27
19,27
32,27
33,27
49,27
20,27
35,27
36,27
42,27
11,27
46,28
20,28
20,28
44,28
24,28
44,28
33,28
16,28
5,28
18,28
2,29
46,29
2,29
15,29
0,29
5,29
3,29
32,29
32,29
13,29
44,30
4,30
49,30
0,30
28,30
26,30
42,30
26,30
26,30
18,30
30,31
9,31
44,31
6,31
27,31
1,31
37,31
45,31
11,31
0,31
39,32
