0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,0
9,0
10,1
11,0
12,2
13,2
14,2
15,0
16,1
17,1
18,2
19,1
20,1
21,1
22,1
23,2
24,0
25,0
26,1
27,1
28,0
29,2
30,0
31,0
32,1
33,1
34,1
35,0
36,2
37,1
38,1
39,2
40,0
41,1
42,0
43,0
44,2
45,1
46,2
47,0
48,1
49,1
50,1
51,2
52,1
53,0
54,2
55,1
56,1
57,2
58,1
59,0
60,1
61,1
62,1
63,2
64,2
65,2
66,0
67,1
68,2
69,2
70,1
71,2
72,2
73,2
74,1
75,0
76,1
77,2
78,1
79,2
80,2
81,2
82,2
83,2
84,1
85,1
86,0
87,0
88,1
89,0
90,1
91,2
92,0
93,0
94,0
95,1
96,1
97,0
98,2
99,2
100,0
101,1
102,1
103,2
104,2
105,1
106,1
107,2
108,2
109,2
110,2
111,0
112,0
113,2
114,2
115,0
116,0
117,2
118,0
119,1
120,0
121,0
122,0
123,1
124,2
125,0
126,1
127,2
128,1
129,1
130,1
131,1
132,0
133,0
134,2
135,2
136,2
137,1
138,1
139,0
140,2
141,2
142,0
143,0
144,2
145,1
146,1
147,0
148,0
149,2
150,2
151,0
152,1
153,1
154,2
155,0
156,1
157,2
158,2
159,1
160,0
161,2
162,0
163,2
164,0
165,1
166,2
167,0
168,0
169,2
170,0
171,0
172,0
173,1
174,0
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,1
183,1
184,1
185,2
186,2
187,0
188,1
189,1
190,2
191,2
192,2
193,1
194,2
195,0
196,2
197,0
198,0
199,0
200,2
201,1
202,0
203,2
204,1
205,1
206,0
207,2
208,2
209,1
210,0
211,1
212,1
213,1
214,1
215,2
216,2
217,2
218,0
219,2
220,2
221,2
222,2
223,1
224,0
225,1
226,2
227,2
228,2
229,1
230,0
231,1
232,0
233,1
234,1
235,1
236,0
237,1
238,1
239,1
240,0
241,1
242,2
243,1
244,1
245,0
246,1
247,2
248,2
249,0
250,1
251,1
252,1
253,1
254,0
255,1
256,1
257,1
258,0
259,0
260,0
261,1
262,0
263,0
264,0
265,1
266,2
267,1
268,2
269,1
270,1
271,2
272,2
273,0
274,1
275,2
276,1
277,1
278,0
279,1
280,0
281,0
282,2
283,0
284,2
285,1
286,0
287,2
288,2
289,2
290,0
291,0
292,1
293,2
294,0
295,0
296,2
297,2
298,0
299,1
300,2
301,2
302,2
303,0
304,1
305,0
306,2
307,2
308,2
309,1
310,2
311,0
312,1
313,2
314,0
315,0
316,1
317,0
318,0
319,0
320,1
321,1
322,1
323,0
324,2
325,0
326,0
327,2
328,2
329,0
330,0
331,2
332,0
333,1
334,2
335,1
336,2
337,0
338,2
339,2
340,1
341,2
342,1
343,0
344,0
345,0
346,1
347,2
348,0
349,0
350,1
351,0
352,1
353,1
354,2
355,1
356,1
357,1
358,2
359,1
360,0
361,0
362,2
363,0
364,0
365,2
366,2
367,0
368,0
369,2
370,0
371,0
372,2
373,2
374,0
375,2
376,0
377,0
378,0
379,1
380,0
381,1
382,1
383,1
384,1
385,2
386,2
387,2
388,1
389,2
390,2
391,0
392,1
393,1
394,1
395,2
396,1
397,0
398,1
399,2
400,0
401,2
402,2
403,0
404,0
405,0
406,0
407,2
408,0
409,0
410,2
411,0
412,0
413,0
414,2
415,1
416,1
417,2
418,2
419,2
420,2
421,0
422,0
423,1
424,1
425,2
426,0
427,1
428,1
429,2
430,2
431,0
432,0
433,0
434,2
435,1
436,0
437,2
438,1
439,2
440,1
441,1
442,1
443,2
444,1
445,1
446,0
447,1
448,1
449,0
450,1
451,2
452,0
453,2
454,2
455,1
456,1
457,2
458,1
459,2
460,2
461,0
462,0
463,0
464,0
465,1
466,2
467,1
468,0
469,1
470,1
471,0
472,1
473,1
474,1
475,0
476,1
477,1
478,0
479,2
480,1
481,2
482,1
483,2
484,0
485,0
486,2
487,1
488,0
489,1
490,2
491,1
492,2
493,1
494,1
495,1
496,1
497,0
498,1
499,0
500,1
501,2
502,0
503,0
504,1
505,2
506,1
507,1
508,2
509,2
510,2
511,1
512,1
513,2
514,2
515,2
516,2
517,2
518,1
519,0
520,1
521,2
522,1
523,2
524,1
525,0
526,0
527,0
528,0
529,2
530,0
531,2
532,1
533,2
534,0
535,0
536,2
537,0
538,0
539,1
540,2
541,0
542,0
543,2
544,1
545,2
546,0
547,1
