0,0
1,0
2,2
3,0
4,0
5,0
6,2
7,0
8,0
9,2
10,0
11,2
12,0
13,2
14,2
15,2
16,0
17,0
18,2
19,2
20,2
21,0
22,0
23,2
24,0
25,0
26,0
27,2
28,2
29,0
30,0
31,2
32,1
33,0
34,2
35,0
36,0
37,1
38,0
39,1
40,1
41,0
42,2
43,1
44,0
45,2
46,2
47,1
48,2
49,2
50,0
51,2
52,0
53,2
54,2
55,1
56,0
57,1
58,1
59,2
60,2
61,0
62,1
63,1
64,2
65,1
66,0
67,1
68,2
69,1
70,1
71,2
72,0
73,2
74,1
75,0
76,2
77,1
78,2
79,2
80,1
81,1
82,0
83,0
84,1
85,2
86,1
87,2
88,0
89,1
90,1
91,0
92,2
93,2
94,0
95,1
96,1
97,1
98,0
99,0
100,0
101,1
102,2
103,0
104,2
105,2
106,1
107,1
108,2
109,0
110,1
111,2
112,1
113,1
114,0
115,2
116,2
117,0
118,0
119,2
120,2
121,2
122,2
123,1
124,1
125,0
126,0
127,2
128,1
129,0
130,1
131,0
132,0
133,1
134,0
135,2
136,1
137,1
138,1
139,0
140,1
141,1
142,1
143,2
144,1
145,1
146,2
147,2
148,2
149,2
150,2
151,0
152,2
153,1
154,2
155,0
156,2
157,0
158,0
159,0
160,2
161,0
162,1
163,1
164,0
165,2
166,1
167,2
168,1
169,2
170,2
171,1
172,2
173,0
174,2
175,1
176,1
177,1
178,2
179,2
180,2
181,0
182,1
183,0
184,1
185,0
186,0
187,0
188,0
189,1
190,1
191,0
192,1
193,1
194,2
195,2
196,1
197,2
198,1
199,1
200,2
201,1
202,0
203,0
204,0
205,2
206,2
207,0
208,2
209,0
210,1
211,2
212,0
213,2
214,1
215,1
216,0
217,1
218,2
219,1
220,2
221,2
222,0
223,2
224,1
225,0
226,0
227,0
228,2
229,1
230,1
231,1
232,1
233,2
234,2
235,1
236,2
237,0
238,2
239,2
240,1
241,2
242,2
243,1
244,1
245,2
246,1
247,2
248,1
249,2
250,0
251,2
252,2
253,2
254,2
255,0
256,2
257,2
258,0
259,1
260,0
261,0
262,0
263,1
264,2
265,1
266,1
267,1
268,0
269,0
270,1
271,1
272,0
273,2
274,1
275,1
276,2
277,1
278,0
279,0
280,2
281,1
282,0
283,0
284,0
285,0
286,2
287,1
288,1
289,1
290,2
291,1
292,0
293,0
294,2
295,0
296,1
297,0
298,0
299,0
300,0
301,2
302,0
303,0
304,0
305,2
306,1
307,0
308,0
309,2
310,0
311,2
312,0
313,1
314,1
315,0
316,1
317,0
318,1
319,0
320,0
321,2
322,0
323,1
324,1
325,0
326,0
327,2
328,1
329,1
330,2
331,1
332,2
333,0
334,0
335,2
336,1
337,0
338,2
339,1
340,0
341,0
342,0
343,1
344,2
345,1
346,1
347,1
348,0
349,2
350,1
351,2
352,0
353,0
354,1
355,1
356,1
357,2
358,0
359,1
360,0
361,2
362,1
363,0
364,0
365,1
366,1
367,1
368,1
369,2
370,0
371,2
372,2
373,2
374,1
375,1
376,1
377,2
378,0
379,1
380,2
381,0
382,0
383,2
384,0
385,2
386,1
387,0
388,0
389,2
390,0
391,1
392,2
393,1
394,2
395,1
396,1
397,1
398,1
399,0
400,2
401,2
402,2
403,2
404,2
405,1
406,0
407,0
408,1
409,2
410,0
411,0
412,0
413,2
414,0
415,1
416,2
417,2
418,0
419,2
420,2
421,0
422,0
423,0
424,1
425,0
426,0
427,0
428,0
429,0
430,0
431,1
432,2
433,0
434,0
435,1
436,1
437,2
438,1
439,2
440,0
441,1
442,0
443,1
444,1
445,2
446,1
447,1
448,2
449,2
450,2
451,0
452,0
453,0
454,2
455,2
456,1
457,1
458,2
459,2
460,1
461,2
462,2
463,0
464,1
465,0
466,1
467,1
468,2
469,2
470,0
471,2
472,2
473,2
474,0
475,2
476,2
477,2
478,1
479,1
480,1
481,2
482,0
483,1
484,2
485,2
486,2
487,1
488,1
489,1
490,1
491,1
492,1
493,2
494,1
495,2
496,1
497,0
498,2
499,2
500,1
501,0
502,2
503,1
504,0
505,2
506,2
507,2
508,1
509,0
510,2
511,2
512,1
513,2
514,1
515,1
516,0
517,2
518,0
519,0
520,1
521,1
522,2
523,1
524,2
525,2
526,1
527,0
528,0
529,2
530,0
531,2
532,2
533,1
