BIDS,1,25260635,36721,1,100,10000
ASKS,1,25260709,36909,3,50,238500
ASKS,1,25260709,36911,1,30,276900
ASKS,1,25260710,36913,1,50,237500
ASKS,1,25260712,36923,4,30,280000
ASKS,1,25260714,36932,7,35,327100
BIDS,1,25260771,37229,2,10,184000
BIDS,1,25260772,37237,8,55,190000
BIDS,1,25260775,37263,8,10,160700
BIDS,1,25260775,37267,7,10,173700
BIDS,1,25260776,37271,1,28,176000
BIDS,1,25260776,37275,3,10,175300
BIDS,1,25260779,37299,6,5,100700
BIDS,0,25260776,37271,1,28,176000
BIDS,0,25260771,37229,2,10,184000
BIDS,0,25260772,37237,8,55,190000
BIDS,1,25265772,46348,3,28,176000
BIDS,1,25265779,46355,8,10,184000
BIDS,0,25260775,37263,8,10,160700
BIDS,0,25260775,37267,7,10,173700
BIDS,0,25260779,37299,6,5,100700
BIDS,0,25260776,37275,3,10,175300
BIDS,1,25265797,46363,7,55,190000
BIDS,1,25265830,46388,2,10,160700
BIDS,1,25265832,46396,1,10,173700
BIDS,1,25265833,46399,5,5,100700
BIDS,1,25265833,46400,4,10,175300
ASKS,1,25313084,54891,2,25,214900
ASKS,1,25323008,56176,3,500,202500
BIDS,1,25330601,57976,9,500,195000
BIDS,1,25381203,62467,6,1,10000
BIDS,1,25386866,62859,5,1,10000
BIDS,0,25386866,62859,5,1,10000
BIDS,0,25381203,62467,6,1,10000
BIDS,0,25260635,36721,1,100,10000
BIDS,1,25419426,69377,3,1,10000
BIDS,1,25424677,70367,7,1,10000
BIDS,0,25424677,70367,7,1,10000
BIDS,0,25419426,69377,3,1,10000
BIDS,1,25499558,87913,4,100,10000
BIDS,0,25499558,87913,4,100,10000
BIDS,1,25509632,90097,1,800,195200
BIDS,1,25515315,90939,7,1,10000
BIDS,1,25520615,91729,8,1,10000
BIDS,0,25330601,57976,9,500,195000
BIDS,1,25587868,101635,5,200,195200
BIDS,0,25515315,90939,7,1,10000
BIDS,0,25587868,101635,5,200,195200
BIDS,1,25615272,106653,4,200,195300
BIDS,0,25520615,91729,8,1,10000
BIDS,1,25838658,141875,3,1,100
BIDS,0,25838658,141875,3,1,100
BIDS,1,26095691,165744,2,800,197500
BIDS,1,26236457,178148,8,400,195600
BIDS,1,26261348,180911,2,200,190500
BIDS,0,26261348,180911,2,200,190500
BIDS,0,26236457,178148,8,400,195600
BIDS,1,26355263,186813,3,400,195700
BIDS,1,26378141,188410,1,1,100
BIDS,0,26378141,188410,1,1,100
BIDS,0,26095691,165744,2,800,197500
BIDS,1,26431620,192317,8,800,197600
BIDS,0,26355263,186813,3,400,195700
BIDS,1,26515193,200083,1,400,195600
BIDS,0,26431620,192317,8,800,197600
BIDS,1,26431620,192317,8,400,197600
BIDS,0,26431620,192317,8,400,197600
BIDS,1,26752865,227027,0,100,191800
BIDS,0,26515193,200083,1,400,195600
BIDS,1,27000158,253542,5,100,100
ASKS,1,27000161,253551,3,100,20000000
BIDS,1,27105893,389056,0,500,197100
BIDS,1,27683927,642050,9,100,100
ASKS,1,27683927,642051,5,100,20000000
BIDS,1,28158544,712392,3,1000,197600
BIDS,1,28167827,713112,1,400,195000
ASKS,1,28170793,713685,2,1000,202000
BIDS,0,27105893,389056,0,500,197100
BIDS,1,28271471,728199,1,500,197700
BIDS,1,28281303,729412,6,1,10000
BIDS,0,28281303,729412,6,1,10000
ASKS,1,28448794,748490,1,3900,200700
ASKS,0,27000161,253551,3,100,20000000
ASKS,1,28500062,757475,2,100,948700
BIDS,0,28271471,728199,1,500,197700
BIDS,1,28553011,767536,7,500,197600
BIDS,1,28560098,768703,2,1,100
BIDS,0,28560098,768703,2,1,100
BIDS,1,28561899,769010,9,1,100
BIDS,0,28561899,769010,9,1,100
BIDS,1,28563698,769241,9,1,100
BIDS,0,28563698,769241,9,1,100
BIDS,0,28553011,767536,7,500,197600
BIDS,1,28581698,772814,3,500,196500
ASKS,1,28760881,796818,6,1000,199400
BIDS,1,28800085,805197,4,100,188700
BIDS,1,28800094,805420,7,4000,192200
ASKS,1,28800098,805498,6,165,230000
ASKS,1,28800103,805613,6,350,212000
BIDS,1,28800106,805698,2,500,182500
ASKS,1,28800107,805717,4,31,285000
ASKS,1,28800109,805759,0,500,226000
BIDS,1,28800109,805768,2,65,185000
BIDS,1,28800115,805892,4,100,170300
ASKS,1,28800118,805958,5,250,272500
ASKS,1,28800118,805967,8,75,315400
ASKS,1,28800120,806004,8,80,295000
ASKS,1,28800120,806015,8,70,270000
ASKS,1,28800121,806027,9,100,244000
ASKS,1,28800122,806048,5,1850,220000
BIDS,1,28800127,806183,0,1142,180000
BIDS,1,28800133,806310,0,75,163700
ASKS,1,28800136,806385,5,10000,209400
BIDS,1,28800139,806456,8,100,175100
ASKS,1,28800143,806556,0,100,237400
ASKS,1,28800145,806603,6,500,220000
ASKS,1,28800150,806716,2,350,255000
ASKS,1,28800151,806753,7,16,280000
ASKS,1,28800154,806815,0,1000,340000
ASKS,1,28800154,806821,1,100,276500
ASKS,1,28800158,806903,9,50,285000
ASKS,1,28800171,807225,6,500,254000
ASKS,1,28800171,807233,3,20,240000
ASKS,1,28800182,807488,3,50,269000
ASKS,1,28800183,807499,5,1000,260000
ASKS,1,28800186,807565,1,1500,238700
ASKS,1,28800189,807631,1,40,400000
ASKS,1,28800192,807714,7,300,225000
ASKS,1,28800194,807761,1,1067,204900
ASKS,1,28800196,807810,5,11,295000
ASKS,1,28800198,807866,3,100,288000
BIDS,1,28800199,807880,1,900,190000
BIDS,1,28800199,807889,5,15,169700
ASKS,1,28800221,808389,3,200,300000
BIDS,1,28800221,808405,1,300,168700
ASKS,1,28800222,808430,3,200,380000
BIDS,1,28800232,808659,5,25,163400
ASKS,1,28800233,808679,9,200,280000
BIDS,1,28800241,808872,6,10000,1200
BIDS,1,28800242,808897,7,7,168000
ASKS,1,28800247,809012,3,200,297500
ASKS,1,28800248,809037,6,25,300000
ASKS,1,28800249,809059,3,200,270000
ASKS,1,28800257,809246,1,88,255000
ASKS,1,28800260,809328,8,226,277200
ASKS,1,28800273,809653,2,400,218800
ASKS,1,28800276,809701,1,350,253000
ASKS,1,28800277,809727,2,1000,261400
ASKS,1,28800278,809749,6,100,245000
ASKS,1,28800282,809854,2,200,267500
BIDS,1,28800286,809961,1,655,165500
ASKS,1,28800288,810003,7,100,220000
ASKS,1,28800291,810066,6,100,244500
BIDS,1,28800291,810077,3,300,190000
BIDS,1,28800305,810384,8,1000,90000
ASKS,1,28800308,810469,3,2500,220000
ASKS,1,28800315,810637,4,500,218500
ASKS,1,28800319,810723,3,600,356000
ASKS,1,28800330,810986,3,200,230000
ASKS,1,28800333,811040,9,200,485000
ASKS,1,28800337,811152,8,80,216400
BIDS,1,28800341,811246,5,300,160100
BIDS,1,28800342,811273,0,100,172500
ASKS,1,28800346,811365,3,130,260000
ASKS,1,28800346,811372,0,1000,230000
ASKS,1,28800348,811401,9,100,270000
ASKS,1,28800348,811413,9,210,320000
ASKS,1,28800358,811642,7,1807,217000
ASKS,1,28800358,811645,2,300,233800
ASKS,1,28800365,811809,5,2400,320000
ASKS,1,28800365,811823,5,100,254900
ASKS,1,28800371,811953,6,200,361000
